mainlocation,sublocation,neighborhood,frontage,purpose,size,streetwidth,pricepermeter
الرياض,شمال الرياض,حي السليمانية,جنوب غربي,سكني,550 ,15 ,3600 
الرياض,شرق الرياض,حي الشرق,جنوب شرقي,غير محدد,1530 ,15 ,262 
الرياض,شمال الرياض,حي بنبان,جنوب,سكني,410 ,15 ,769 
الرياض,شمال الرياض,حي بنبان,4 شوارع,غير محدد,8780 ,25 ,813 
الرياض,غرب الرياض,حي عرقة,جنوب شرقي,سكني,759 ,16 ,3500 
الرياض,شمال الرياض,حي النرجس,شرق,سكني,1050 ,15 ,2900 
الرياض,شرق الرياض,حي الشرق,غرب,تجاري,5000 ,30 ,800 
الرياض,شرق الرياض,حي الجزيرة,شمال,سكني,975 ,18 ,3000 
الرياض,جنوب الرياض,حي عريض,جنوب,سكني,450 ,15 ,533 
الرياض,غرب الرياض,حي الرائد,شرق,سكني,1400 ,20 ,4000 
الرياض,شمال الرياض,حي حطين,شمال,سكني,700 ,30 ,5050 
الرياض,شمال الرياض,حي النرجس,شمال شرقي,سكني,900 ,15 ,3000 
الرياض,شمال الرياض,حي الياسمين,شمال شرقي,غير محدد,10500 ,15 ,3300 
الرياض,شرق الرياض,حي الشرق,3 شوارع,غير محدد,2016 ,20 ,347 
الرياض,شمال الرياض,حي الفلاح,شمال غربي,سكني,750 ,20 ,4000 
الرياض,شمال الرياض,حي النرجس,غرب,سكني,312 ,15 ,3000 
الرياض,جنوب الرياض,حي بدر,جنوب,سكني,774 ,20 ,900 
الرياض,شمال الرياض,حي العليا,شمال غربي,سكني,580 ,12 ,3450 
الرياض,شمال الرياض,حي حطين,شمال,سكني,1455 ,20 ,4000 
الرياض,شمال الرياض,حي النزهة,شمال غربي,سكني أو تجاري,1393 ,30 ,4500 
الرياض,شرق الرياض,حي الحمراء,جنوب,سكني,1155 ,25 ,4000 
الرياض,شرق الرياض,حي اليرموك,3 شوارع,غير محدد,1800 ,60 ,4000 
الرياض,شمال الرياض,حي القيروان,شمال,سكني أو تجاري,3240 ,30 ,3500 
الرياض,شرق الرياض,حي الملك فيصل,غرب,تجاري,500 ,35 ,2500 
الرياض,غرب الرياض,حي المهدية,شمال غربي,تجاري,923 ,40 ,1400 
الرياض,شمال الرياض,حي الملقا,3 شوارع,سكني,3780 ,15 ,4500 
الرياض,غرب الرياض,حي ظهرة لبن,شرق,تجاري,1800 ,40 ,1700 
الرياض,غرب الرياض,حي الرفيعة,شرق,سكني,345 ,10 ,1600 
الرياض,شمال الرياض,حي بنبان,3 شوارع,غير محدد,1500 ,30 ,920 
الرياض,شمال الرياض,حي السليمانية,جنوب غربي,سكني,550 ,15 ,3600 
الرياض,جنوب الرياض,حي المدينة الصناعية الجديدة,غرب,تجاري,1600 ,20 ,800 
الرياض,شمال الرياض,حي بنبان,4 شوارع,غير محدد,8780 ,25 ,813 
الرياض,شرق الرياض,حي الازدهار,غرب,سكني,552 ,15 ,3500 
الرياض,شمال الرياض,حي القيروان,3 شوارع,سكني,960 ,20 ,3200 
الرياض,شمال الرياض,حي الربيع,غرب,غير محدد,375 ,15 ,4100 
الرياض,شرق الرياض,حي الرمال,3 شوارع,سكني أو تجاري,13200 ,46 ,2800 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,1050 ,15 ,3200 
الرياض,شرق الرياض,حي الخليج,غرب,تجاري,1890 ,40 ,2500 
الرياض,شمال الرياض,حي بنبان,شرق,سكني,750 ,20 ,800 
الرياض,شمال الرياض,حي الملقا,شمال غربي,سكني,2250 ,25 ,5200 
الرياض,جنوب الرياض,حي السلي,4 شوارع,تجاري,90000 ,60 ,1500 
الرياض,شمال الرياض,حي الياسمين,شمال,سكني,1500 ,15 ,3500 
الرياض,شرق الرياض,حي الرمال,جنوب,سكني أو تجاري,13000 ,50 ,1350 
الرياض,شرق الرياض,حي المونسية,شمال غربي,سكني أو تجاري,1400 ,30 ,2500 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,725 ,15 ,4200 
الرياض,شمال الرياض,حي النرجس,جنوب,تجاري,1800 ,36 ,3900 
الرياض,شمال الرياض,حي بنبان,جنوب شرقي,غير محدد,10000 ,15 ,450 
الرياض,غرب الرياض,حي السويدي,شرق,سكني,434 ,15 ,1152 
الرياض,شمال الرياض,حي النرجس,شرق,سكني,456 ,20 ,3500 
الرياض,شمال الرياض,حي الملقا,شمال غربي,سكني,2024 ,20 ,2800 
الرياض,شمال الرياض,حي الملقا,جنوب,سكني,903 ,15 ,3900 
الرياض,شمال الرياض,حي حطين,3 شوارع,غير محدد,6255 ,غير محدد,4600 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,905 ,15 ,3800 
الرياض,شمال الرياض,حي العارض,غرب,سكني,400 ,20 ,2600 
الرياض,شمال الرياض,حي بنبان,4 شوارع,غير محدد,8780 ,25 ,813 
الرياض,شمال الرياض,حي الفلاح,شمال,سكني أو تجاري,2700 ,35 ,5000 
الرياض,شمال الرياض,حي المرسلات,شمال,سكني,720 ,15 ,3150 
الرياض,شمال الرياض,حي النرجس,شمال,سكني,900 ,20 ,3000 
الرياض,شمال الرياض,حي النرجس,شمال,غير محدد,1095 ,36 ,2900 
الرياض,شمال الرياض,حي الندى,شرق,سكني,750 ,15 ,3350 
الرياض,غرب الرياض,حي عرقة,جنوب,سكني,750 ,15 ,4000 
الرياض,شمال الرياض,حي الياسمين,غرب,سكني,650 ,15 ,3800 
الرياض,شمال الرياض,حي بنبان,جنوب,غير محدد,750 ,15 ,850 
الرياض,شرق الرياض,حي اليرموك,جنوب شرقي,سكني,378 ,15 ,2700 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,560 ,25 ,4800 
الرياض,شمال الرياض,حي السليمانية,جنوب غربي,سكني,550 ,15 ,3600 
الرياض,شمال الرياض,حي النرجس,3 شوارع,سكني,17500 ,36 ,5000 
الرياض,شمال الرياض,حي النرجس,3 شوارع,سكني,900 ,15 ,3200 
الرياض,شمال الرياض,حي الملقا,شمال غربي,سكني,1080 ,25 ,3900 
الرياض,جنوب الرياض,حي عريض,جنوب,غير محدد,408 ,15 ,490 
الرياض,شمال الرياض,حي الملقا,جنوب,سكني,1620 ,20 ,4500 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,450 ,25 ,3650 
الرياض,شمال الرياض,حي بنبان,4 شوارع,غير محدد,8780 ,25 ,813 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,543 ,16 ,3100 
الرياض,شمال الرياض,حي بنبان,4 شوارع,غير محدد,8780 ,25 ,813 
الرياض,شمال الرياض,حي بنبان,جنوب,غير محدد,760 ,15 ,720 
الرياض,شمال الرياض,حي العقيق,جنوب شرقي,سكني أو تجاري,825 ,36 ,4850 
الرياض,شمال الرياض,حي حطين,شرق,سكني,700 ,28 ,3900 
الرياض,شمال الرياض,حي السليمانية,جنوب غربي,سكني,550 ,15 ,3600 
الرياض,شمال الرياض,حي الملقا,جنوب شرقي,غير محدد,3900 ,18 ,4500 
الرياض,شمال الرياض,حي المروج,شرق,سكني,690 ,15 ,3000 
الرياض,شمال الرياض,حي الملقا,جنوب,سكني,903 ,15 ,3800 
الرياض,شمال الرياض,حي النرجس,3 شوارع,تجاري,1283 ,60 ,4300 
الرياض,جنوب الرياض,حي عريض,غرب,سكني,405 ,15 ,740 
الرياض,شرق الرياض,حي الجنادرية,شمال,تجاري,2650 ,40 ,1000 
الرياض,شمال الرياض,حي العقيق,3 شوارع,تجاري,2500 ,30 ,4000 
الرياض,غرب الرياض,حي طويق,شرق,سكني,390 ,12 ,1666 
الرياض,شمال الرياض,حي بنبان,جنوب,سكني,780 ,15 ,770 
الرياض,شمال الرياض,حي الوادي,غرب,سكني,520 ,10 ,2900 
الرياض,شمال الرياض,حي الندى,شمال,غير محدد,300 ,12 ,3800 
الرياض,شرق الرياض,حي المونسية,3 شوارع,سكني أو تجاري,66766 ,60 ,1000 
الرياض,جنوب الرياض,حي عريض,شمال غربي,سكني أو تجاري,900 ,30 ,666 
الرياض,شمال الرياض,حي الملقا,جنوب شرقي,سكني,583 ,15 ,4500 
الرياض,شمال الرياض,حي الملقا,جنوب,سكني,903 ,15 ,3900 
الرياض,غرب الرياض,حي المهدية,شرق,غير محدد,418 ,15 ,2300 
الرياض,غرب الرياض,حي المهدية,شمال غربي,تجاري,923 ,40 ,1400 
الرياض,شمال الرياض,حي الملقا,3 شوارع,سكني,3604 ,15 ,4400 
الرياض,غرب الرياض,حي المهدية,3 شوارع,غير محدد,1400 ,15 ,2000 
الرياض,شرق الرياض,حي النسيم الغربي,غرب,سكني,1015 ,10 ,1400 
الرياض,شمال الرياض,حي الملقا,3 شوارع,سكني,1530 ,25 ,4500 
الرياض,غرب الرياض,حي عرقة,3 شوارع,سكني,840 ,20 ,3572 
الرياض,شمال الرياض,حي النخيل,غرب,سكني,750 ,15 ,4500 
الرياض,شمال الرياض,حي النرجس,شرق,سكني,450 ,15 ,3400 
الرياض,شمال الرياض,حي الصحافة,3 شوارع,سكني,1200 ,20 ,3500 
الرياض,شمال الرياض,حي العارض,3 شوارع,سكني,2083 ,20 ,2650 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,450 ,25 ,3650 
الرياض,جنوب الرياض,حي عريض,جنوب,غير محدد,408 ,15 ,490 
الرياض,شرق الرياض,حي الازدهار,شمال,سكني,900 ,20 ,3200 
الرياض,شرق الرياض,حي المونسية,شمال,غير محدد,460 ,15 ,2800 
الرياض,غرب الرياض,حي الرائد,جنوب,سكني,500 ,10 ,3500 
الرياض,شمال الرياض,حي القيروان,جنوب,سكني,624 ,20 ,3000 
الرياض,غرب الرياض,حي عرقة,غرب,سكني,375 ,15 ,3100 
الرياض,شمال الرياض,حي السليمانية,جنوب غربي,سكني,550 ,15 ,3600 
الرياض,شمال الرياض,حي الفلاح,شرق,تجاري,2340 ,60 ,9000 
الرياض,شمال الرياض,حي النرجس,شرق,غير محدد,900 ,15 ,2800 
الرياض,غرب الرياض,حي عرقة,شمال غربي,سكني أو تجاري,749 ,30 ,3400 
الرياض,شمال الرياض,حي النرجس,جنوب غربي,سكني,1040 ,12 ,3000 
الرياض,شمال الرياض,حي الملقا,جنوب,سكني,1500 ,18 ,4200 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,696 ,20 ,3300 
الرياض,غرب الرياض,حي المهدية,غرب,سكني,450 ,15 ,1500 
الرياض,شمال الرياض,حي الفلاح,شمال,سكني,600 ,20 ,3800 
الرياض,شمال الرياض,حي بنبان,4 شوارع,سكني,10500 ,غير محدد,800 
الرياض,شمال الرياض,حي حطين,3 شوارع,سكني,6250 ,20 ,4550 
الرياض,شرق الرياض,حي النسيم الغربي,جنوب شرقي,سكني,1015 ,10 ,1400 
الرياض,شمال الرياض,حي الملقا,شرق,سكني,1120 ,25 ,5200 
الرياض,شمال الرياض,حي حطين,جنوب,سكني,1209 ,20 ,4050 
الرياض,غرب الرياض,حي ظهرة لبن,جنوب غربي,سكني,750 ,14 ,1800 
الرياض,شرق الرياض,حي اليرموك,جنوب غربي,تجاري,900 ,30 ,3000 
الرياض,شرق الرياض,حي اليرموك,3 شوارع,تجاري,3750 ,60 ,2800 
الرياض,جنوب الرياض,حي عريض,جنوب,غير محدد,408 ,15 ,490 
الرياض,شمال الرياض,حي الياسمين,جنوب,سكني,445 ,15 ,3300 
الرياض,شمال الرياض,حي الملقا,3 شوارع,سكني,6500 ,غير محدد,3850 
الرياض,شمال الرياض,حي القيروان,شمال,سكني,900 ,15 ,3000 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,1100 ,20 ,4300 
الرياض,شرق الرياض,حي المونسية,4 شوارع,سكني أو تجاري,2500 ,30 ,3600 
الرياض,غرب الرياض,حي عرقة,جنوب,سكني,375 ,15 ,3000 
الرياض,شمال الرياض,حي الورود,غرب,سكني,910 ,20 ,3000 
الرياض,شمال الرياض,حي الصحافة,شمال,سكني,550 ,10 ,3100 
الرياض,شرق الرياض,حي الفيحاء,غرب,تجاري,1026 ,40 ,3000 
الرياض,شمال الرياض,حي الملقا,3 شوارع,سكني,6585 ,25 ,3800 
الرياض,شمال الرياض,حي النزهة,شمال غربي,تجاري,1393 ,30 ,4500 
الرياض,غرب الرياض,حي المهدية,شمال غربي,تجاري,923 ,40 ,1400 
الرياض,شرق الرياض,حي الرمال,شمال,سكني,950 ,20 ,1250 
الرياض,شمال الرياض,حي حطين,شمال غربي,سكني,1050 ,15 ,4100 
الرياض,شرق الرياض,حي النسيم الغربي,شرق,سكني,312 ,10 ,1550 
الرياض,غرب الرياض,حي المهدية,شمال غربي,تجاري,923 ,40 ,1400 
الرياض,شمال الرياض,حي القيروان,4 شوارع,سكني,3743 ,30 ,3000 
الرياض,شمال الرياض,حي الملك فهد,شمال غربي,سكني,550 ,10 ,2900 
الرياض,شرق الرياض,حي المونسية,جنوب غربي,سكني,520 ,20 ,3450 
الرياض,شمال الرياض,حي العارض,غرب,سكني,400 ,20 ,2600 
الرياض,شرق الرياض,حي اشبيلية,3 شوارع,سكني أو تجاري,4500 ,35 ,2300 
الرياض,غرب الرياض,حي الرفيعة,شرق,سكني,345 ,10 ,1600 
الرياض,شرق الرياض,حي الحمراء,غرب,سكني,1237 ,25 ,3100 
الرياض,غرب الرياض,حي الرائد,جنوب,غير محدد,500 ,10 ,3500 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,516 ,18 ,4500 
الرياض,شمال الرياض,حي الملقا,جنوب,غير محدد,900 ,25 ,4200 
الرياض,غرب الرياض,حي المهدية,شمال,سكني,442 ,15 ,1800 
الرياض,شرق الرياض,حي اليرموك,شرق,تجاري,900 ,30 ,2700 
الرياض,شمال الرياض,حي بنبان,جنوب,سكني,756 ,15 ,806 
الرياض,شمال الرياض,حي الملقا,غرب,سكني,9100 ,25 ,3500 
الرياض,شرق الرياض,حي الحمراء,4 شوارع,سكني أو تجاري,9350 ,30 ,2900 
الرياض,شمال الرياض,حي بنبان,4 شوارع,غير محدد,8780 ,25 ,813 
الرياض,غرب الرياض,حي ظهرة نمار,جنوب غربي,سكني,800 ,15 ,1200 
الرياض,شمال الرياض,حي الفلاح,غرب,سكني,455 ,15 ,3700 
الرياض,شرق الرياض,حي الرمال,جنوب,سكني,448 ,15 ,1650 
الرياض,شمال الرياض,حي بنبان,جنوب,سكني,500 ,15 ,840 
الرياض,شمال الرياض,حي العارض,شمال,تجاري,1110 ,35 ,2500 
الرياض,شمال الرياض,حي النرجس,4 شوارع,سكني أو تجاري,17500 ,60 ,4500 
الرياض,شرق الرياض,حي اليرموك,جنوب شرقي,سكني أو تجاري,900 ,30 ,2800 
الرياض,غرب الرياض,حي ظهرة لبن,شمال,تجاري,4800 ,60 ,3200 
الرياض,غرب الرياض,حي المهدية,شمال شرقي,سكني أو تجاري,400 ,35 ,2250 
الرياض,غرب الرياض,حي عرقة,جنوب,سكني,750 ,15 ,3100 
الرياض,شمال الرياض,حي الفلاح,جنوب,سكني,832 ,20 ,4000 
الرياض,شمال الرياض,حي القيروان,3 شوارع,سكني,2350 ,25 ,3300 
الرياض,شمال الرياض,حي حطين,جنوب غربي,سكني,5847 ,40 ,4050 
الرياض,شمال الرياض,حي الغدير,شمال شرقي,سكني,1290 ,20 ,4700 
الرياض,شمال الرياض,حي السليمانية,جنوب غربي,سكني,550 ,15 ,3600 
الرياض,شمال الرياض,حي الملقا,شرق,سكني,2003 ,60 ,4000 
الرياض,شمال الرياض,حي بنبان,غرب,سكني,760 ,15 ,698 
الرياض,شمال الرياض,حي النرجس,3 شوارع,سكني,1050 ,15 ,3500 
الرياض,شمال الرياض,حي بنبان,3 شوارع,غير محدد,1500 ,30 ,920 
الرياض,شرق الرياض,حي الخليج,3 شوارع,سكني أو تجاري,1400 ,40 ,4000 
الرياض,شمال الرياض,حي السليمانية,جنوب غربي,سكني,550 ,15 ,3600 
الرياض,شرق الرياض,حي الحمراء,غرب,سكني,1237 ,25 ,3100 
الرياض,شمال الرياض,حي بنبان,شرق,سكني,375 ,25 ,800 
الرياض,شمال الرياض,حي العقيق,شمال شرقي,سكني,919 ,20 ,3500 
الرياض,شمال الرياض,حي النرجس,غرب,سكني,300 ,17 ,2400 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,765 ,15 ,4118 
الرياض,شمال الرياض,حي الملقا,غرب,تجاري,1800 ,60 ,6000 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,400 ,18 ,4500 
الرياض,شرق الرياض,حي الروضة,جنوب,سكني,517 ,25 ,2400 
الرياض,شمال الرياض,حي العقيق,شمال شرقي,سكني,1030 ,20 ,2912 
الرياض,شمال الرياض,حي الملقا,غرب,سكني,1600 ,28 ,4600 
الرياض,جنوب الرياض,حي عريض,جنوب,غير محدد,408 ,15 ,490 
الرياض,شمال الرياض,حي النرجس,شرق,سكني,450 ,15 ,3500 
الرياض,شمال الرياض,حي الملقا,غرب,سكني,420 ,18 ,4000 
الرياض,جنوب الرياض,حي عريض,جنوب,غير محدد,408 ,15 ,490 
الرياض,شمال الرياض,حي السليمانية,جنوب غربي,سكني,550 ,15 ,3600 
الرياض,شمال الرياض,حي الملقا,3 شوارع,سكني,4080 ,25 ,4500 
الرياض,شرق الرياض,حي القادسية,جنوب غربي,تجاري,625 ,30 ,2000 
الرياض,شرق الرياض,حي الاندلس,3 شوارع,سكني,2700 ,20 ,2700 
الرياض,شمال الرياض,حي حطين,شمال شرقي,سكني,1200 ,20 ,3600 
الرياض,جنوب الرياض,حي عريض,جنوب,غير محدد,408 ,15 ,490 
الرياض,شرق الرياض,حي الرمال,جنوب شرقي,تجاري,1800 ,80 ,5500 
الرياض,شمال الرياض,حي الصحافة,3 شوارع,تجاري,1620 ,20 ,8800 
الرياض,شمال الرياض,حي حطين,غرب,سكني,674 ,25 ,4500 
الرياض,شرق الرياض,حي النهضة,جنوب شرقي,سكني,500 ,10 ,2500 
الرياض,غرب الرياض,حي الخزامى,شرق,سكني,675 ,15 ,3800 
الرياض,شمال الرياض,حي بنبان,جنوب,سكني,756 ,15 ,834 
الرياض,شمال الرياض,حي المحمدية,غرب,تجاري,4050 ,60 ,8650 
الرياض,غرب الرياض,حي عرقة,جنوب,سكني,800 ,15 ,3000 
الرياض,شرق الرياض,حي الخليج,شرق,سكني,650 ,15 ,2230 
الرياض,جنوب الرياض,حي عريض,غرب,غير محدد,400 ,15 ,500 
الرياض,شرق الرياض,حي اليرموك,غرب,غير محدد,1512 ,30 ,2600 
الرياض,غرب الرياض,حي ظهرة لبن,3 شوارع,سكني أو تجاري,750 ,20 ,1600 
الرياض,شمال الرياض,حي العقيق,شرق,سكني أو تجاري,1600 ,30 ,4000 
الرياض,شمال الرياض,حي حطين,شمال,سكني,900 ,20 ,4000 
الرياض,غرب الرياض,حي المهدية,شمال غربي,تجاري,923 ,40 ,1400 
الرياض,شمال الرياض,حي النرجس,شرق,سكني,454 ,21 ,3500 
الرياض,شمال الرياض,حي العقيق,3 شوارع,سكني,625 ,20 ,3550 
الرياض,شمال الرياض,حي الصحافة,شرق,سكني,900 ,20 ,3600 
الرياض,جنوب الرياض,حي عريض,جنوب,غير محدد,408 ,15 ,490 
الرياض,شمال الرياض,حي الربيع,شمال غربي,سكني,398 ,15 ,4150 
الرياض,شمال الرياض,حي حطين,جنوب,سكني,437 ,15 ,4200 
الرياض,شمال الرياض,حي بنبان,شمال,غير محدد,388 ,30 ,750 
الرياض,شمال الرياض,حي بنبان,4 شوارع,غير محدد,8780 ,25 ,813 
الرياض,جنوب الرياض,حي عريض,جنوب,غير محدد,408 ,15 ,490 
الرياض,شمال الرياض,حي الملقا,غرب,سكني,360 ,20 ,4000 
الرياض,شرق الرياض,حي اليرموك,شرق,تجاري,900 ,30 ,2700 
الرياض,شمال الرياض,حي الملقا,جنوب,سكني,700 ,28 ,4500 
الرياض,شرق الرياض,حي اليرموك,شرق,تجاري,900 ,30 ,3000 
الرياض,غرب الرياض,حي الخزامى,شمال,غير محدد,4500 ,30 ,4100 
الرياض,شمال الرياض,حي بنبان,4 شوارع,غير محدد,8780 ,25 ,813 
الرياض,غرب الرياض,حي الرائد,شرق,سكني,1400 ,20 ,4000 
الرياض,شمال الرياض,حي النرجس,شرق,سكني,1050 ,15 ,3000 
الرياض,شمال الرياض,حي النرجس,شمال شرقي,سكني,538 ,15 ,3550 
الرياض,شمال الرياض,حي بنبان,جنوب,سكني,845 ,20 ,500000 
الرياض,شمال الرياض,حي العليا,جنوب غربي,سكني,550 ,15 ,3600 
الرياض,شمال الرياض,حي الملقا,غرب,سكني,900 ,15 ,4000 
الرياض,شمال الرياض,حي حطين,3 شوارع,سكني,4968 ,15 ,3500 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,919 ,25 ,4600 
الرياض,شمال الرياض,حي الملقا,جنوب,سكني,920 ,20 ,4350 
الرياض,شمال الرياض,حي الملقا,3 شوارع,سكني,19882 ,25 ,4000 
الرياض,شمال الرياض,حي النرجس,شرق,سكني,375 ,15 ,3450 
الرياض,شرق الرياض,حي الحمراء,جنوب شرقي,سكني,729 ,15 ,4801 
الرياض,شمال الرياض,حي الياسمين,جنوب,سكني أو تجاري,750 ,36 ,4200 
الرياض,جنوب الرياض,حي عريض,جنوب,غير محدد,408 ,15 ,490 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,550 ,20 ,3200 
الرياض,شمال الرياض,حي النرجس,جنوب غربي,تجاري,900 ,36 ,3400 
الرياض,غرب الرياض,حي عرقة,جنوب,سكني,2400 ,15 ,3000 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,690 ,15 ,3250 
الرياض,غرب الرياض,حي ظهرة لبن,جنوب,تجاري,625 ,30 ,2000 
الرياض,شمال الرياض,حي بنبان,4 شوارع,غير محدد,8780 ,25 ,813 
الرياض,شرق الرياض,حي الرمال,جنوب,غير محدد,412 ,15 ,1800 
الرياض,شمال الرياض,حي العارض,غرب,سكني أو تجاري,900 ,30 ,3200 
الرياض,غرب الرياض,حي طويق,شمال,تجاري,900 ,40 ,1500 
الرياض,جنوب الرياض,حي عريض,شرق,سكني,625 ,15 ,640 
الرياض,شرق الرياض,حي النسيم الشرقي,شرق,تجاري,1000 ,40 ,2200 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,1450 ,20 ,4200 
الرياض,شمال الرياض,حي الصحافة,4 شوارع,سكني,8480 ,15 ,3500 
الرياض,شمال الرياض,حي القيروان,4 شوارع,سكني أو تجاري,7000000 ,غير محدد,450 
الرياض,شمال الرياض,حي الياسمين,جنوب,سكني,390 ,15 ,3700 
الرياض,شمال الرياض,حي الرحمانية,3 شوارع,سكني,2100 ,غير محدد,4500 
الرياض,شمال الرياض,حي النخيل,غرب,غير محدد,1750 ,20 ,4500 
الرياض,شمال الرياض,حي الملقا,3 شوارع,سكني,750 ,19 ,4200 
الرياض,شرق الرياض,حي غرناطة,3 شوارع,غير محدد,3750 ,60 ,3000 
الرياض,شرق الرياض,حي الروضة,جنوب,سكني,517 ,25 ,2400 
الرياض,شرق الرياض,حي الرمال,3 شوارع,سكني أو تجاري,5355 ,20 ,1300 
الرياض,شمال الرياض,حي النرجس,جنوب غربي,سكني,1200 ,25 ,3500 
الرياض,شمال الرياض,حي بنبان,4 شوارع,غير محدد,8780 ,25 ,813 
الرياض,شمال الرياض,حي الملقا,3 شوارع,سكني,3780 ,15 ,4500 
الرياض,جنوب الرياض,حي بدر,شمال,سكني أو تجاري,882 ,15 ,1000 
الرياض,شرق الرياض,حي الرمال,جنوب,سكني,480 ,15 ,1650 
الرياض,غرب الرياض,حي المهدية,غرب,سكني,1050 ,20 ,1300 
الرياض,شمال الرياض,حي بنبان,شمال,غير محدد,760 ,15 ,860 
الرياض,شرق الرياض,حي الرمال,جنوب,سكني,494 ,15 ,1900 
الرياض,شمال الرياض,حي الربيع,جنوب,سكني,500 ,12 ,3400 
الرياض,شمال الرياض,حي حطين,شمال,سكني,450 ,20 ,4250 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,450 ,25 ,3650 
الرياض,شمال الرياض,حي النخيل,شمال غربي,غير محدد,2360 ,20 ,4700 
الرياض,شمال الرياض,حي المصيف,شرق,تجاري,506 ,30 ,3656 
الرياض,شمال الرياض,حي الملقا,3 شوارع,سكني,6600 ,20 ,4000 
الرياض,شمال الرياض,حي النرجس,جنوب شرقي,سكني أو تجاري,850 ,30 ,3530 
الرياض,شمال الرياض,حي القيروان,جنوب,سكني,642 ,20 ,3100 
الرياض,شمال الرياض,حي المغرزات,شرق,سكني,600 ,15 ,3300 
الرياض,شمال الرياض,حي النرجس,جنوب شرقي,سكني,1055 ,20 ,4000 
الرياض,شمال الرياض,حي الياسمين,شمال,سكني,675 ,15 ,3500 
الرياض,شمال الرياض,حي الوادي,جنوب غربي,سكني,918 ,15 ,3050 
الرياض,غرب الرياض,حي نمار,غرب,سكني,625 ,14 ,2000 
الرياض,شمال الرياض,حي بنبان,4 شوارع,غير محدد,8780 ,25 ,813 
الرياض,غرب الرياض,حي عرقة,شمال غربي,سكني أو تجاري,749 ,30 ,3400 
الرياض,جنوب الرياض,حي السلي,شمال,غير محدد,1800 ,60 ,1666 
الرياض,شمال الرياض,حي النرجس,4 شوارع,تجاري,4500 ,36 ,3000 
الرياض,شمال الرياض,حي حطين,شرق,سكني,1350 ,60 ,3800 
الرياض,شمال الرياض,حي الملقا,غرب,تجاري,900 ,60 ,8000 
الرياض,شرق الرياض,حي السلام,شمال,سكني,500 ,15 ,2600 
الرياض,شمال الرياض,حي حطين,جنوب,سكني,837 ,15 ,4300 
الرياض,جنوب الرياض,حي السلي,شرق,سكني أو تجاري,780 ,5 ,1550 
الرياض,جنوب الرياض,حي عريض,غرب,سكني,450 ,15 ,511 
الرياض,شرق الرياض,حي النظيم,شمال شرقي,تجاري,2800 ,36 ,2500 
الرياض,شرق الرياض,حي النهضة,جنوب,تجاري,1500 ,30 ,2200 
الرياض,شمال الرياض,حي الصحافة,شمال شرقي,تجاري,2400 ,40 ,10000 
الرياض,شمال الرياض,حي السليمانية,جنوب غربي,سكني,550 ,15 ,3600 
الرياض,شمال الرياض,حي النرجس,شرق,سكني,456 ,20 ,3450 
الرياض,شمال الرياض,حي الفلاح,جنوب,سكني,832 ,20 ,4000 
الرياض,وسط الرياض,حي الضباط,شمال شرقي,تجاري,713 ,30 ,5000 
الرياض,شمال الرياض,حي الياسمين,جنوب غربي,غير محدد,1380 ,15 ,3500 
الرياض,شمال الرياض,حي بنبان,4 شوارع,غير محدد,8780 ,25 ,813 
الرياض,شمال الرياض,حي بنبان,4 شوارع,غير محدد,8780 ,25 ,813 
الرياض,شمال الرياض,حي الملقا,شمال غربي,سكني,832 ,25 ,4850 
الرياض,غرب الرياض,حي عرقة,شمال شرقي,سكني,616 ,15 ,3250 
الرياض,شمال الرياض,حي حطين,غرب,غير محدد,875 ,20 ,4100 
الرياض,شمال الرياض,حي السليمانية,جنوب غربي,سكني,550 ,15 ,3600 
الرياض,شرق الرياض,حي قرطبة,جنوب,سكني أو تجاري,5280 ,60 ,3000 
الرياض,شمال الرياض,حي العليا,جنوب,سكني,600 ,12 ,2900 
الرياض,شرق الرياض,حي اليرموك,غرب,سكني أو تجاري,1512 ,30 ,2600 
الرياض,جنوب الرياض,حي عريض,جنوب,غير محدد,408 ,15 ,490 
الرياض,شمال الرياض,حي الياسمين,4 شوارع,سكني أو تجاري,17055 ,36 ,4200 
الرياض,شرق الرياض,حي المونسية,شمال,سكني,312 ,20 ,2800 
الرياض,شرق الرياض,حي الرمال,جنوب,سكني,412 ,15 ,1900 
الرياض,شمال الرياض,حي العليا,4 شوارع,تجاري,8800 ,غير محدد,15000 
الرياض,شمال الرياض,حي الملقا,شمال غربي,سكني,3150 ,20 ,5200 
